table,id,word,part_of_speech,english_translation,word_length,difficulty_level
"dictionary_ai","1a522810-451c-478c-a965-c2f7907d168d","Ẽmọ́-agbò","n.","a shrub whose seeds stick to the skin of cattle (agbò, ram) when grazing.","9","advanced"
"dictionary_ai","171e6085-f6f8-442c-a0e7-9882f044069a","Enia","n.","a human being; person; somebody; man (in the general sense).","4","easy"
"dictionary_ai","eb8a9a4f-3c42-45f4-b2bf-eba4c4e71895","Enialasan","n.","outcast; one without character; common fellow.","9","advanced"
"dictionary_ai","a1ef8482-eaac-4b77-94af-6f6755fc9f3c","Ẽpà ! Ẽpàripa !","inter.","an exclamation of fear or terror.","15","advanced"
"dictionary_ai","83bcba9a-d0eb-4b95-a82c-dd8755bbf504","Epo-ọ̀wẹ̀rẹ̀","n.","a greenish substance which covers the surface of the lagoon, generally in the dry season (Dec. to Feb.)","12","advanced"
"dictionary_ai","9009b896-4a3f-4485-912f-6d0fd4e3c449","Èrè","n.","gain; profit; benefit; interest on money; income; advantage; premium.","3","easy"
"dictionary_ai","0886c8af-718b-46b9-89fe-dfd0bf3f3b5d","Eredi","adv.","Why? What is the reason of?","5","intermediate"
"dictionary_ai","3790badc-7d26-4b91-8859-7466cf0bd65a","Erekó","n.","dependency; the surrounding districts of a town; a village.","5","intermediate"
"dictionary_ai","1052c5e6-bf42-40c1-9a7b-24b36e583477","Ẽsun","n.","a flying ant which appears after rain and soon drops its wings. It is a favourite food.","4","easy"
"dictionary_ai","ebeef559-eda8-4d29-ad2a-2792d77a5b83","Esuru","n.","a kind of potato or tuber of yellow colour with a bitter taste.","5","intermediate"
"dictionary_ai","2ae2e71c-4206-485f-9dd7-cd51ca69d5c1","Ẽṣe (eyi ti ṣe)","adv.","What is the matter? Why? What is the reason?","15","advanced"
"dictionary_ai","6caf0704-0e90-4424-b818-860017b82586","Ẽṣí","n.","colouring matter which comes from a dyed cloth when washed; dirt.","3","easy"
"dictionary_ai","f3e506d7-9c8e-4da7-94cf-d7b1b68726b5","Èṣù","n.","devil; Satan; demon; fiend.","3","easy"
"dictionary_ai","28daadef-49d3-4d46-b018-89e97e2a00ef","Ẹta, Ẽta","n.","coarse flour separated by sifting; soreness in the gums.","8","advanced"
"dictionary_ai","03e8724b-e018-4539-b5b8-571b2005f096","Eti-ọfa","n.","barb of an arrow.","7","advanced"
"dictionary_ai","55c22718-89d1-4446-bc2c-d86d397c493f","Etùtù","n.","propitiation; atonement; expiration; penance; pacification; that which gives satisfaction.","5","intermediate"
"dictionary_ai","fa9d2ff8-15ab-4cb6-bc0c-d5d9c2f25274","Etutu","n.","the small species of white ants.","5","intermediate"
"dictionary_ai","7c1a06dd-7618-4f42-adf5-55f5f79a6673","Ewedo (ewe-odo)","n.","moss; the leaf of a water-plant.","15","advanced"
"dictionary_ai","883358dd-d6b2-4860-b564-04e76fd27af0","Ewu","n.","danger; peril; risk; narrow escape; hazard; insecurity; jeopardy.","3","easy"
"dictionary_ai","d6e5aaba-78a6-4028-94e0-717a8dd556d2","Ewuro","n.","a tree with a bitter leaf; a bitter herb used for food. The root is also used as a chewing-stick.","5","intermediate"
"dictionary_ai","8d522278-033c-41e8-b8c6-0136be0e201e","Eyinì","adj. pro.","that; that one; that yonder.","5","intermediate"
"dictionary_ai","548cce41-eb07-41ba-9d4a-699518c63b77","Ẹ̀bá","n.","brink; edge; border; side.","4","easy"
"dictionary_ai","d9c88499-e1b7-441a-9deb-beffa18c1890","Ẹbẹ","n.","entreaty; supplication; petition; intercession; prayer; request.","3","easy"
"dictionary_ai","498083d4-d24b-42e5-b237-6aa4b99672b6","Ẹbìtì","n.","a stone or mud snare; a trap; an insecure building or cliff.","5","intermediate"
"dictionary_ai","520453af-5b89-423d-bf75-a03a7399b36f","Ẹbọ-etutu-ẹṣẹ, Ẹbọ-etutu","n.","propitiatory sacrifice; atonement.","24","advanced"
"dictionary_ai","59e18c1b-c9cf-4f28-a8d3-6b991862a5cc","Ẹfá-igi","n.","a shaving; a chip.","7","advanced"
"dictionary_ai","1b2efe7f-8eb8-48bd-a9e9-d437e19d17a6","Ẹ̃fin, Ẹfi","n.","smoke; fume.","10","advanced"
"dictionary_ai","1635ba2c-ac7c-4420-8359-876c94bc6a38","Ẹfúfù","n.","breeze; gale; tempest; climate.","5","intermediate"
"dictionary_ai","0ca8f86a-8aaf-4f38-95b1-2b11e811d902","Ẹgà","n.","palm bird.","3","easy"
"dictionary_ai","58c9a0e9-da77-4c58-b95c-12f90a92ab39","Ẹgà-oriṣa","n.","a species of palm bird which has white spots on its feathers.","9","advanced"
"dictionary_ai","cc5e5e62-39ac-4883-bdb2-61d63046fc9f","Ẹ̀gán","n.","back-biting; contempt; libel; censure; blame; disgrace; reproach; scandal; reflection.","5","intermediate"
"dictionary_ai","086ea4fa-7549-4c86-997c-ecb853134db7","Ẹgbã marun","adj.","10,000.","10","advanced"
"dictionary_ai","59832e38-3816-4530-861f-e705e33fdd1c","Aigbẹṣẹ","adj.","innocent; blameless","7","advanced"
"dictionary_ai","25a1175f-09c1-4029-af75-524691000675","Èdé","n.","buffalo.","3","easy"
"dictionary_ai","ad5d2d65-0c0d-4155-bb9e-79fe7e09fad4","Ẹgbẹ́dọ́gbọ̀n","adj.","five thousand.","13","advanced"
"dictionary_ai","f434232c-4bfc-48e1-927d-f233357d0da6","Ẹgbẹgbẹ̀rún","adv.","by thousands.","11","advanced"
"dictionary_ai","3bacb53f-f69c-46d0-b3ea-6cdcf4d85bac","Ẹgẹ́","n.","a snare; a gin; a trap of pointed iron suspended on a tree and set by a string.","4","easy"
"dictionary_ai","7b0e7520-9ff8-4457-9c8f-c14c7e636e0e","Ẹha","n.","scrapings; filings.","3","easy"
"dictionary_ai","51735de8-0fc7-4938-ae5e-205b2f79cd23","Ẹhin-ọde","adj.","exterior; external.","8","advanced"
"dictionary_ai","5af6e37a-4a89-4a0e-b638-6ae153da5128","Ẹhuru","n.","a large bird of the goose tribe.","5","intermediate"
"dictionary_ai","3853dd6c-8a20-4eea-8f51-81c291842603","Ẹiyẹ-olorin","n.","singing bird; songster.","11","advanced"
"dictionary_ai","cc475d69-93de-4b96-a366-1b76d0abe14f","Ẹka-alọmọ","n.","graft; scion.","9","advanced"
"dictionary_ai","fdb389fb-17a0-4025-ad9d-98610c2a79e5","Ẹlẹ́fọ","n.","one who deals in edible herbs.","6","intermediate"
"dictionary_ai","8e51dc77-c7b6-4aed-9b4f-ed7a482f412a","Ẹlẹja","n.","fishmonger.","5","intermediate"
"dictionary_ai","867f4340-4de8-455d-bf83-73079e7afaed","Ẹlẹ́mu","n.","seller of palm wine.","6","intermediate"
"dictionary_ai","f4a5a731-cf9f-472f-8b02-acaf1dc9fd57","Ẹlẹmọṣọ","n.","one who has good taste for neatness; a good judge of dress and decoration.","7","advanced"
"dictionary_ai","49c9f4cb-aec2-4dd1-844b-07e06c98cb80","Ẹlẹrọ","n.","engineer; engine-maker.","5","intermediate"
"dictionary_ai","a56d3b29-c95f-4620-b68f-6e4d04b19255","Ẹlẹru","n.","one having fear.","5","intermediate"
"dictionary_ai","15927234-8a39-4010-82c5-6910914eed6d","Ẹlẹsẹ̀","n.","footman; foot soldier.","6","intermediate"
"dictionary_ai","beb4cf43-c8bb-4a2e-878a-1c00c2fa13e6","Ẹlẹwa","n.","a handsome person; one who sells a preparation of Indian corn called Èwà.","5","intermediate"
"dictionary_ai","8a12e41d-e984-4928-92b8-ee2fc0203c42","Ẹlomiran, Ẹlomi","pro.","another.","15","advanced"
"dictionary_ai","6787627a-101d-4877-86f7-1a852dc02445","Ẹmèwà","n.","prime minister (lit.—he who knows the mind).","5","intermediate"
"dictionary_ai","095de01f-7d66-4c9a-8e06-dab50db9c3df","Ẹ̀mú","n.","tongs; pincers; capture; seizure.","4","easy"
"dictionary_ai","df0fdf16-f562-4c91-9962-095506c3d69b","Ẹni Aṣati","n.","one put aside.","9","advanced"
"dictionary_ai","f6971d50-938c-4e46-a573-a38715fcb6ca","Ẹni ẹlẹya","n.","a gazing stock; one to be mocked or ridiculed.","9","advanced"
"dictionary_ai","24992b39-58ae-4a25-a64e-633a59f1454b","Ẹnikeji","n.","partner; companion; neighbour; assistant; friend.","7","advanced"
"dictionary_ai","5cf6591b-18d6-438e-af3b-f93117410a90","Ẹran pipa","n.","cattle, fatling.","9","advanced"
"dictionary_ai","fe1d083f-634d-4e78-a9f2-c3d2e9991e92","Ẹrin","adv.","(used only in composition), ""times."" — e.g., Erinmeji, contracted to Emeji, twice.","4","easy"
"dictionary_ai","3f01075c-a883-4161-9b18-7b1acc554a14","Ẹrin ẹgàn","n.","grin; a scornful laugh.","9","advanced"
"dictionary_ai","a5ae443e-5949-46bf-9cfb-a3bc4f8eb3fb","Ẹrú","n.","slave; captive.","3","easy"
"dictionary_ai","26431664-8574-44d5-abb9-07d0d33433c4","Ẹru-igi","n.","a bundle of wood; faggot.","7","advanced"
"dictionary_ai","1d600a74-ca50-4865-8638-bb33ec3f1b2c","Ẹru ọkọ","n.","ship's load; cargo.","7","advanced"
"dictionary_ai","ce3d2120-2dc3-48e9-8755-1319f3b621a3","Ẹrù","n.","a kind of spice.","3","easy"
"dictionary_ai","5cb3b4e0-d5a5-44a5-9c1c-c636e50ffaff","Ẹrun","n.","the name of a tree much used in making charcoal, and also as a medicine both internally and externally.","4","easy"
"dictionary_ai","d8cc6118-ff6a-4619-bd91-a9bfe4960863","Ẹsẹ̀","n.","foot; leg; gait; path; track.","4","easy"
"dictionary_ai","b3a774f7-8c63-4ba3-9bca-7ff499ed3e52","Ẹsin, Ẹsi","n.","shame; reproach; ridicule.","9","advanced"
"dictionary_ai","d0fe7150-5154-406f-9653-a5b1702c1fdb","Ẹsokolo","n.","worm-casts of the worm ekòló.","7","advanced"
"dictionary_ai","6e6a3ca7-8b1a-4163-a4cf-f9ae2ef40d9d","Ẹ̀ṣẹ̀ ilu","n.","felony.","9","advanced"
"dictionary_ai","a623b812-dbe0-4a26-ab12-034b0b2779bd","Ẹtala","adj.","thirteen.","5","intermediate"
"dictionary_ai","1be700fd-874f-41fb-bc7e-6e6de47f8713","Ẹtan","n.","enticement; decoy; deceit; fraud.","4","easy"
"dictionary_ai","3ccf9187-3820-4954-9238-179d51bcef4b","Ètù","n.","gunpowder; medicinal powder; that which relieves pain.","3","easy"
"dictionary_ai","5bd47e02-4a07-4500-bb64-594969cadc49","Ẹwẹ̀, Lẹkẹji","adv.","again; the second time.","12","advanced"
"dictionary_ai","38af2e39-fa21-4f64-8000-afd2942be77c","Fàjá","v.","to break a thing into two pieces by a violent pull.","4","easy"
"dictionary_ai","19075b3b-c8c0-4fec-99ca-5ab01fcc88d1","Fà-kere","v.","to extenuate, diminish.","7","advanced"
"dictionary_ai","55236d3e-03bf-41c0-ba83-ceac56423419","Fàkúrò","v.","to take a thing out of the way; abridge; detract.","6","intermediate"
"dictionary_ai","a7b9f25b-5cd0-4859-ad0e-277c0ac56945","Fálá","v.","to lick up; lap.—e.g., Imógúnjúọ́ li a fi ifa ọbẹ lá, “ With the forefinger one licks up palaver sauce.”","4","easy"
"dictionary_ai","79b668c2-9b5f-440c-b489-55953bfad8bb","Falẹ̀","v.","to be slow; inactive; prolonged; to drag.—e.g., Maṣe fi ọran yi falẹ̀, “ Do not let this matter be prolonged.”","5","intermediate"
"dictionary_ai","3a719311-21fd-48e6-b438-9f261b70f926","Fanimọ́ra","v.","to be sociable; inviting; enticing; alluring.","9","advanced"
"dictionary_ai","31a677a6-e2a6-4113-b3aa-84801975368a","Fãrà","v.","to be about to do; to be nearer.—e.g., O nfàrà ile, “ He nears home.”","4","easy"
"dictionary_ai","46ff8969-60f5-4690-9e2a-f192491c8fca","Fararọ̀, Faratì","v.","to lean; recline.","15","advanced"
"dictionary_ai","7abbd897-97d9-44d8-bd90-4207334f3179","Farasin","v. adj.","to hide oneself; abscond. obscure; hidden.","7","advanced"
"dictionary_ai","a7ac507a-2677-4bc3-819c-eb7563d2903b","Fárí","v.","to shave the head.","4","easy"
"dictionary_ai","8eb9aa03-53bd-42c3-97ca-f7033930e640","Fàsẹ́hìn","v.","to withdraw; draw or keep back; abstain from; be slow; withhold; retreat; retire; diminish; decrease; slacken; reduce.","8","advanced"
"dictionary_ai","25ae06af-374c-4ec3-82bf-4a99d29c8011","Fé","adv.","for ever; for a long time.—e.g., Kanrin-kanrin fé, “ A very long time.”","2","easy"
"dictionary_ai","b2ba80a5-d2a8-4c98-b30f-7f4999e9468a","Fèrè","n.","a wind instrument.—e.g., flute, trumpet.","4","easy"
"dictionary_ai","896cf758-c808-4aca-88ef-2fb3151b35bb","Fétè","adj.","insufficient; deficient; defective.","4","easy"
"dictionary_ai","cbb1cad1-785c-49de-94bb-d66fe06fb0a1","Fẹ́","v.","to blow (as wind); to winnow; to fan; to blow the fire.","3","easy"
"dictionary_ai","4e36d2ff-71e2-4984-9690-a4de3b7bbe23","Fẹ","adv.","with surprise or astonishment.—e.g., Mo wo fẹ, “ I was taken with surprise” (I was taken aback).","2","easy"
"dictionary_ai","e712ffcb-9696-4748-ac6b-8ef3ecf7d82c","Fẹ-àfẹ́rékọjá, Fẹju","v.","to blow vehemently; with great intensity; to dote; to love excessively.","19","advanced"
"dictionary_ai","623e2d39-2ba0-434c-9874-40629b46ec84","Fẹ̀hìntì","v.","to recline; lean the back on.","8","advanced"
"dictionary_ai","48964044-ddb9-4928-afe0-6479add4e151","Aìgbọ̀n","adj.","not trembling; unshaken; firm; steady","7","advanced"
"dictionary_ai","929dbcd2-8f8e-4f82-b05a-cc2599397f3c","Ẹgbẹ̀sì","n.","name of a tree; heat-rash; the mark of a whip.","7","advanced"
"dictionary_ai","f4f1ab8f-021a-4439-9458-1a817c545d6d","Aikapa or Aìkáwọ́","n.","incapability.","17","advanced"
"dictionary_ai","cf5f8a73-ca03-4bb9-8458-66d37642de41","Àikẽrí","adj.","unenviable.","6","intermediate"
"dictionary_ai","0a1ce278-3387-4c1f-8fc6-1059d246f773","Aìkọ́","adj.","unlearned; untaught; unbuilt.","5","intermediate"
"dictionary_ai","f5b1b376-ede2-410c-9367-e5232e3b577d","Aìkú","adj.","not liable to die; alive for evermore; eternal.","4","easy"
"dictionary_ai","4780429e-94bb-4189-adda-dbbb5a983eb7","Ailabawọn","adj.","undefiled, having no stain, spot, or blemish.","9","advanced"
"dictionary_ai","ce2720a7-6d41-4d0b-9172-2216ab2f4b1d","Aìlãjò","adj., n.","careless; thoughtless; void of anxiety. indifference.","6","intermediate"
"dictionary_ai","1deed5c7-9c11-434d-8bd3-0124e568cfd4","Aìláyà","n., adj.","cowardice; fearfulness. cowardly; fearful.","6","intermediate"
"dictionary_ai","066c45c2-addf-4dee-93ab-7af1c0541019","Ailera","n.","infirmity; bodily weakness; feebleness; frailty.","6","intermediate"
"dictionary_ai","f78c4322-c207-40b8-ac68-29de31d7ad82","Aìlétí","n., adj.","deafness, disobedience. deaf; disobedient.","6","intermediate"
"dictionary_ai","793f839a-69a2-4e4b-b213-fdb9d0652efb","Aìlẹ́ṣẹ̀","n. or adj.","freedom from sin, innocency.","8","advanced"
"dictionary_ai","e7cb2d06-9ea9-4edf-80d4-ebd273e172fd","Aìlopin","n. or adj.","endless, infinite, eternity.","7","advanced"
"dictionary_ai","cdaf0378-a867-4970-a486-d3ce2142cbba","Ailọmọ","n. or adj.","childless, barren.","6","intermediate"
"dictionary_ai","90ffd84b-6e27-4199-b2cd-ff65d89b3c1c","Aima","","two negatives making an affirmative.","4","easy"
"dictionary_ai","e88ad56a-f0c3-4d83-8575-53b59a897e4b","Aìmú","n. or adj.","bluntness; dull; not catching.","4","easy"
"dictionary_ai","54f53fd0-33ea-448e-8b64-331cbe8f7eac","Aìnibẹru","adj.","fearless, intrepid.","8","advanced"
"dictionary_ai","e7d97acc-c193-4b02-a642-6ddd5c9633f5","Ainidunran","noun","impassibility, insensibility of feelings.","10","advanced"
"dictionary_ai","07ff7efc-51d8-46d8-b9db-07b6390b05c7","Aìníparamọ́","noun","indecency; exposure.","11","advanced"
"dictionary_ai","bdb4d5ec-2530-4ce3-b3c6-311eeca3872e","Aìníwàmímọ́","noun","immorality, indecency.","11","advanced"
"dictionary_ai","0ee70fa5-ee3b-4be4-a145-92be5b33c617","Fẹ́jẹ","v.","to seek for something to eat; take meals.","5","intermediate"
"dictionary_ai","ff268109-a1f6-477a-8ae6-8e4f4cc933b9","Fi-agbara-gbẹsan","v.","to wreak vengeance on; avenge.","16","advanced"
"dictionary_ai","a79d9247-029d-4211-920b-1dec932f5cf2","Fi-ami-han","v.","to be ominous.","10","advanced"
"dictionary_ai","b4cf0140-81b4-4a58-9346-6df6fc2088cd","Àijiná","adj.","underdone; not healed.","6","intermediate"
"dictionary_ai","31f6a4c8-2853-4b67-a717-1d96327ed985","Fi-ara-bò","v.","to form new flesh; to heal.","9","advanced"
"dictionary_ai","93f950fa-f9a6-4d24-9ad3-6deb32a792c9","Fi-aṣẹ-fun","v.","to enjoin; empower; depute; bid; command; order.","10","advanced"
"dictionary_ai","586143a8-9103-4eae-a75f-992210d52a80","Fibalẹ̀","v.","to do away with; put away.","7","advanced"
"dictionary_ai","b067da21-0704-4fc2-a2b3-290bc7d3b377","Fibò","v.","to conceal; hide; clothe; secrete; veil from view; shelter; wrap; overspread; shield.","4","easy"
"dictionary_ai","75d77b32-4314-498b-a25f-3d78cdd11cc9","Fibùn","v.","to give; grant; bestow; exempt; offer.","5","intermediate"
"dictionary_ai","25bcd8ed-7b05-4fdf-baf9-5cc420fd9fc2","Fidabú","v.","to cross; bar; to lay across.","6","intermediate"
"dictionary_ai","ff73e64b-aa81-42ea-a23b-9c41beda0f79","Fi-dapara","v.","to make jest of.","9","advanced"
"dictionary_ai","24426593-5a38-455e-8bd9-2e56394f3d27","Fidibalẹ, Fidikalẹ","v.","to sit down; settle; establish.","18","advanced"
"dictionary_ai","8a89d93c-e208-420d-ba16-5d18bf1628f0","Fidọ́pọ̀","v.","to make cheaper.","8","advanced"
"dictionary_ai","8bd6f9bf-fd21-4989-b568-712830a53bdb","Fi-ẹgbẹ-wọ́","v.","to sidle; enter sideways.","11","advanced"
"dictionary_ai","3556f32d-1a4c-48f8-89c3-2ba95ebbf017","Fi-ẹran-rubọ","v.","to sacrifice a beast.","12","advanced"
"dictionary_ai","9f63d074-765a-4e8e-9a15-2a7765bc228a","Fifagbaraṣe","adj.","compulsory; forcible.","11","advanced"
"dictionary_ai","858e47f7-6a3e-4c90-9917-0475f01f8296","Fífàlọ","n. adj.","that which is to be dragged along.","6","intermediate"
"dictionary_ai","276086c6-a49e-4c8b-9cc1-339ef2bdb397","Fífarahàn","adj.","visible; perceptible.","9","advanced"
"dictionary_ai","2deb7425-1bb0-40da-a0fc-ac2e46635166","Fífàya","adj.","easily torn or rent in pieces; torn.","6","intermediate"
"dictionary_ai","ef14efc0-8655-48de-b4d1-546bbc500732","Fifàyọkuro","n.","that which may be subtracted from, or taken off.","10","advanced"
"dictionary_ai","9c0af942-c756-4d90-929e-24836a9bf205","Aìníyènínú","noun","lack of understanding; dullness of apprehension.","10","advanced"
"dictionary_ai","dcc56dca-9090-44c6-b547-204601b3542b","Aìpete","noun or adjective","not on purpose, unintentional.","6","intermediate"
"dictionary_ai","9e6d7757-4069-48bc-a5ee-ccbff21e9238","Aìràn","noun or adjective","not shining, not resplendent; failure in cutting; invulnerability, not infectious.","5","intermediate"
"dictionary_ai","6c7e9c87-83ce-4ffc-a12f-d28bf2b6b353","Aìríṣe","n.","idleness, lack of employment.","6","intermediate"
"dictionary_ai","e2b5ae3c-b74e-4924-9bf0-c9e9e1b11312","Aìrọ̀","n. or adj.","not softened; lack of mildness; unchangeable.","5","intermediate"
"dictionary_ai","36365db8-d649-43eb-b146-e3e0f44103e7","Aìsanra","n.","leanness, slenderness, thinness.","7","advanced"
"dictionary_ai","57575baa-7470-41c0-ba1f-a9b0d21b3eb8","Aìsí-àláfíà","n.","misery; lack of peace or comfort.","11","advanced"
"dictionary_ai","794a5f40-3dd6-44d6-82ea-794fc7a936c2","Aìsílé","n.","homelessness.","6","intermediate"
"dictionary_ai","afb89b0f-2e0a-42ea-a120-d9259d94b93e","Aìsíwà","n.","lack of manners.","6","intermediate"
"dictionary_ai","2cfc0856-9887-4a8e-ad90-80796d0a504b","Aìsọrakì","n.","unshrunk; carelessness; inconsideration; incautiousness.","8","advanced"
"dictionary_ai","88d713ca-92f2-48e1-8937-a3b700b6e61a","Aìṣán","adj.","unpoulticed; unbitten; without mud.","5","intermediate"
"dictionary_ai","fe82b353-dbf7-4b93-bfad-f14fe762a9e3","Aìṣẹ̀","adj.","not sinning, inoffensive; having no beginning.","5","intermediate"
"dictionary_ai","8b150885-7ffb-42a0-bd9b-b49008e984cf","Aìṣõtó","n. or adj.","injustice; hypocrisy; impropriety; untrue.","6","intermediate"
"dictionary_ai","1546a632-de99-4a46-ade9-a84997493c27","Aìṣújá, Aìṣúsí","n.","indifference; disinterestedness.","14","advanced"
"dictionary_ai","96a50c6c-4696-40bc-a070-f4c413827e8c","Aitarayọ","n. or adj.","equality; equal.","8","advanced"
"dictionary_ai","67175f7d-49f1-49ae-bd69-e3f70726056a","Aitonkan, Aitõtun","n. or adj.","pettiness, triviality.","17","advanced"
